id,name,description
148,ادبیات آمریکای لاتین,ادبیات آمریکای لاتین، شامل آثار ادبی شفاهی و مکتوبی می شود که به زبان های متعددی چون اسپانیایی، پرتغالی و زبان های بومی مناطق مختلف آمریکای مرکزی و جنوبی خلق شده اند. این گونه از ادبیات، در نیمه ی دوم قرن بیستم و عمدتا به خاطر موفقیت بین الملی سبکی به نام رئالیسم جادویی و ظهور نویسندگان صاحب سبک و جریان سازی چون گابریل گارسیا مارکز در سطح جهان شناخته شد. ادبیات آمریکای لاتین دارای فرهنگی غنی، پیچیده است که قدمت آن به چندین قرن گذشته بازمی گردد.
157,ادبیات کلمبیا,ادبیات کلمبیا به عنوان برونداد فرهنگ این کشور، به خاطر وجود فرهنگ های اسپانیایی، آفریقایی و بومیان آمریکا، بسیار وسیع و متنوع است. ادبیات کلمبیا، یکی از غنی ترین ها در آمریکای لاتین به شمار می آید و با معرفی نوابغی چون گابریل گارسیا مارکز، خدمت بزرگی به ادبیات جهان کرده است.
265,مجموعه داستان,مجموعه داستان هایی که در بیش از یک جلد ارایه شده اند. این داستان ها اغلب به موضوع یکسانی می پردازند و به دلیل طولانی بودن، دنیای بسیار گسترده و بزرگی دارند.
356,داستان کوتاه,داستان کوتاه، گونه ای از ادبیات است که نسبت به رمان یا داستان بلند حجم بسیار کمتری دارد و نویسنده در آن، برشی از زندگی یا حوادث را روایت می کند. این گونه از ادبیات مانند دریچه ای است که به روی زندگی شخصیت یا شخصیت هایی، برای مدت کوتاهی باز می شود و به خواننده فقط امکان می دهد که از این دریچه به اتفاقاتی که در حال وقوع است، بنگرد. شخصیت در داستان کوتاه فقط خود را نشان می دهد و کمتر گسترش و تحول می یابد.
19,ادبیات کانادا,قبل از ورود اروپایی ها به کانادا، تاریخ، فرهنگ، هویت، زبان، هنر و ادبیات مردم بومی آمریکای شمالی بر این منطقه حاکم بود و بعد از شکل گیری کشوری جدید در این سرزمین، فرهنگی نو وارد کانادا شد. گوناگونی فرهنگی ونژادی کانادا، در آثار ادبی نویسندگان این کشور به خوبی بازتاب داده شده و موضوع دوگانگی هویت، همیشه مورد توجه هنرمندان برجسته ی این کشور بوده است.
809,پرفروش ترین های چاپ 98,در این بخش، می توانید پرفروش ترین کتاب هایی که در سال 98 چاپ شده اند را از نظر بگذرانید. این کتاب ها، گلچینی هستند که توسط خوانندگان در سراسر ایران به وجود آمده اند و بیشترین خواننده را در میان خیل عناوین ارزشمند دنیای قلم داشته اند. انتخاب از میان این آثار، کار دشواری نیست !
29,ادبیات انگلیس,موضوعات متعددی چون به وجود آمدن رمان، درخشش کمدی های انگلیسی، شعر و شاعری و گوناگونی نژادی دورگه های بریتانیایی برنده ی جایزه ی نوبل، همگی در زیر سایه ی ادبیات انگلیس قرار می گیرند. ادبیات برتانیا، به خاطر جنبش های ادبی بزرگی چون رمانتیسیسم و مدرنیسم، و نویسندگان تأثیرگذاری چون جفری چاوسر، جان دان، ساموئل جانسون، ویلیام وردزورث، جین آستن، چارلز دیکنز ، ویرجینیا وولف و ... شناخته می شود.
292,سیاسی,کتاب های سیاسی به طور عمده به مسائلی چون توزیع قدرت و منابع در جامعه ای مشخص و ارتباطات میان جوامع می پردازند.
160,ادبیات مجارستان,ادبیات مجارستان که برای قرن ها در میان کشورهای انگلیسی زبان کمتر شناخته شده بود، به مدد موج جدیدی از نویسندگان بین المللی و بزرگی چون آگوتا کریستف و لسلو کراسناهور توانست جایگاه خود را در ادبیات اروپا و جهان به تثبیت برساند.
27,داستان فانتزی,فانتزی، ژانری در ادبیات است که از جادو و دیگر اشکال فراطبیعی، به عنوان عنصر اولیه ی فضای داستان استفاده می کند. این ژانر معمولا به خاطر نگاه، حس و درون مایه ای وسیع از آثار در ژانرهای علمی تخیلی و وحشت متمایز می شود؛ هر چند که این سه ژانر نقاط مشترک بسیاری با هم دارند و مجموعا با عنوان ادبیات گمانه زن شناخته می شوند. داستان های فانتزی معمولا در داستان های سنتی که سینه به سینه نقل می شدند، ریشه دارند.
207,جدید ترین کتاب ها,تازه ترین و جدیدترین شاهکارهای اضافه شده به دنیای کتاب و کتابخوانی را در این بخش می توانید ببینید. با بررسی فهرست جدیدترین کتاب ها، همیشه خود را در دنیای کتاب ها به روز نگه دارید و جا ماندن در این دنیای پرسرعت را به فراموشی بسپارید.
236,داستان علمی,داستان های علمی به داستان هایی اطلاق می شود که پایه ی اصلی شان، موضوعات مربوط به علم روز باشد. تفاوت عمده ی این گونه از داستان ها با آثار علمی تخیلی این است که داستان های علمی تخیلی معمولا به علومی که هنوز به وجود نیامده اند، می پردازد.
376,دیوان اشعار ایرانی,در این بخش می توانید دیوان اشعار ارزشمند بزرگترین شاعران و ادیبان پارسی، بزرگانی همچون مولوی، سعدی، خیام، حافظ و فردوسی، را بیابید و غرق سخنان نغز و دلکش آن ها شوید.
134,ادبیات کلاسیک,این نوع ادبیات موافق عقل و استدلال و منطق است. و همیشه خیل در آن محدود است . همچنین معتدل و میانه رو است. این نوع ادبیات ساده، زیبا و روان است و دارای قهرمان غیرعادی نیست بلکه افراد برجسته و نماینده یک گروه در آن قرار دارد. قانون وحدت سه گانه (وحدت موضوع، وحدت زمان و وحدت مکان) از اصول فراموش نشدنی متون کلاسیک است. درمتون کلاسیک خواننده معمولا با روند تعادل اولیه- عدم تعادل- رخداد و سپس تعادل ثانویه روبه رو است. نظرگاه متون کلاسیک معمولا دانای کل است و این نوع متون به مسائل و همه امور جنبهٔ قطعیت می بخشند. دانای کل خدای متن است و هرچه او می گوید واقعییت مطلق شمرده می شود. در متون کلاسیک با پایان بسته و خوش و همچنین توجه به بیان حوادث و اتفاقات بیرونی بر بیان دغدغه های درونی و فردی ارجحیت دارد.
145,ادبیات ایتالیا,ادبیات ایتالیا از قرون وسطا تا به همین امروز، درخشان و شایان توجه بوده است. در طول تاریخ، نویسندگان درخشانی چون دانته، پترارک، ایتالو کالوینو، دینو بوتزاتی، پریمو لوی، لوئیجی پیراندللو و بسیاری دیگر، آثار درخشان و ماندگاری را به ادبیات جهان افزوده اند.
375,مجموعه آثار هنری,در این بخش، مجموعه آثار هنری برجسته ترین و بزرگترین نقاشان و هنرمندان جای جای جهان در دوره های مختلف گنجانده شده است.
251,ادبیات دانمارک,ادبیات دانمارک، بخشی از ادبیات اسکاندیناوی به حساب می آید و قدمت آن به قرون وسطی بازمی گردد. هنرمندان و نویسندگانی چون هانس کریستین اندرسن، سورن کی یرکگور، و برنده ی نوبل ادبیات، هنریک پونتوپیدان جایگاه ویژه ای به ادبیات دانمارک در میان دنیای درخشان ادبیات اسکاندیناوی بخشیده است.
371,مقاله,مقاله، به نثری با موضوعات غیرداستانی اطلاق می شود که بخش مستقلی از یک کتاب، روزنامه، مجله و غیره را تشکیل می دهد. مقاله، معمولا اثری است که به طور مشخص به موضوعی خاص می پردازد.
798,جایزه مهرگان ادب,جایزه ادبی مهرگان یا جایزه مهرگان ادب جایزه ایست ادبی که همه ساله در مهرماه برگزار می شود. مهرگان تنها جایزه غیردولتی است که در حوزه محیط زیست و علم نیز جایزه اهدا می کند.جوایز مهرگان در سه نوع ارائه می شوند:تندیس مهرگان، جایزه نقدی و لوح تقدیر برای برگزیده اصلیلوح تحسین هیئت داوران برای برگزیدگان دوم و سوملوح تقدیر برای یک یا دو نویسنده راه یافته به مرحله نهایی
97,ادبیات آمریکا,ادبیات آمریکا شامل مجموعه آثار ادبی است که در ایالات متحده و یا مستعمرات سابق آن نوشته و تولید شده باشند. آمریکا در ابتدای تاریخ خود، مجموعه ای از مستعمرات بریتانیا بود، بنابراین، سنت ادبی این کشور، بسیار نزدیک و همسو با ادبیات انگلیس شکل گرفت. با این حال، ویژگی های منحصر به فرد آمریکایی و تعدد آثار تولید شده در این کشور، مسیر و سنت متفاوتی نسبت به ادبیات انگلیس، برای ادبیات آمریکا به وجود آورد.
329,پرفروش ترین کتاب های نیویورک تایمز,لیست پرفروش ترین کتاب های نیویورک تایمز، برجسته ترین و معتبرترین فهرست پرفروش ترین کتاب ها در ایالات متحده ی آمریکا است. این لیست که به صورت هفتگی در مجله ی نقد کتاب پایگاه خبری نیویورک تایمز به انتشار می رسد، از 12 اکتبر 1931 تا به حال در اختیار علاقه مندان قرار گرفته است. این فهرست در سال های اخیر، به شکل لیست هایی متعدد در دسته بندی های مختلفی چون آثار داستانی، غیرداستانی و کتاب های کاغذی و الکترونیکی تقسیم شده است.در این بخش سعی شده است کتاب های ترجمه شده ای که جزو لیست پرفروش ترین کتاب های نیویورک تایمز بوده اند جمع آوری گردد
1009,فهرست برترین کتاب ها برای والدین,بهترین کتاب های مربوط به تربیت فرزندان، معمولا ما را به سوی درون نگری سوق می دهند و همچنین، دوران کودکی خودمان را دوباره به یادمان می آورند؛ چرا که هدف همه ی پدرها و مادرها این است که فرزندشان، شرایط و زندگی بهتری را نسبت به آن ها داشته باشد. برترین آثار در این دسته، هم تسلی بخش هستند و هم چالش برانگیز، و به ما یادآوری می کنند برای این که بتوانیم پدر یا مادری بخشنده، مهربان و مسئولیت پذیر باشیم، ابتدا باید بتوانیم با خودمان اینگونه رفتار کنیم. فهرست پیش رو، از ترکیب لیست های ارائه شده در سایت های LifeHack – Parents و BookRiot به وجود آمده و برترین کتاب ها درباره ی هنر تربیت فرزندان را در خود جای داده است.
175,دهه 1930 میلادی,با نگاه به آثار ادبی انتشار یافته در دهه ی 1930، نام های بزرگی چون جان اشتاین بک، ویلیام فاکنر و مارگارت میچل به چشم می خورند. آثار ادبی به وجود آمده در این دهه، عمیقا بازتاب دهنده ی مشکلات زمانه هستند و با فراهم کردن مأوایی برای مخاطبین، فرصت فاصله گرفتن از این مشکلات را برای آن ها فراهم می کنند.
120,داستان تریلر,تریلر به داستان پلات محور جذابی اطلاق می شود که با شرایطی خاص، قهرمانان خود را در موقعیت های خطرناکی قرار می دهد، به نحوی که خلاصی آن ها از این موقعیت ها به راحتی میسر نیست. همیشه در این داستان ها، تبه کاران مقابل قهرمانان قرار می گیرند و نبردی بین خیر و شر جریان دارد. بخشی از جذابیت این ژانر علاوه بر زیبایی خود داستان، به نوع نقل داستان از زبان راوی بستگی دارد. نویسنده با ایجاد شرایط بحرانی، حوادث مکرر و تعلیق های فراوان، آن چنان طوفانی در ذهن خواننده ایجاد می کند که توان کنار گذاشتن کتاب از او سلب می شود.
140,داستان وحشت,گونۀ وحشت، سبکی تخیلی در هنر و ادبیات است که به مسائل غیرواقعی و تخیلی و برخی داستان های عامه پسند می پردازد و به طور کلی، درون مایه ی آن، ترسیم رخدادهای مافوق طبیعی است. موضوعاتی که در این گونه بیشتر مورد توجه نویسندگان است شامل قتل، خودکشی، ترس، دیوانگی، ارواح، خون آشام ها و هیولاها می شود. از اواسط قرن نوزدهم و پس از آن به موازات شکل گیری داستان های علمی تخیلی در نیمه دوم سال های 1920، شاخه ای از ادبیات وحشت ظهور کرد که به شناخت رو به رشد علوم طبیعی اشاره داشت. شخصیت های اصلی داستان های شکل گرفته بر پایه ی این نوع از ادبیات وحشت، الزاما ارواح پس از مرگ نبودند، بلکه بیشتر شامل موجوداتی خفته در اعماق جنگل ها، غارها، موجودات فضایی و یا حتی موجودات ساخته شده از سوی خود انسان ها در آزمایشگاه می شدند.
794,فهرست برترین داستان های ژانر وحشت,داستان های ژانر وحشت، برای همه ی ما جذاب هستند؛ آثاری که ترس را تا مغز استخوانمان رسوخ می دهند و ما را با عمیق ترین هراس هایمان را رو ب رو می کنند. اشباح، قاتلانی خونخوار، یا خاطراتی وهمناک از گذشته ای تاریک؛ فرقی نمی کند، برترین داستان های این ژانر به هر طریقی که شده، ما را در جهان هراس انگیز خود غرق می کنند و تجربه ای رهایی بخش را به واسطه ی مواجهه با ترس بدون قرار گرفتن در معرض خطرات واقعی برایمان به ارمغان می آورند. فهرست پیش رو، دربردارنده ی برترین داستان های ژانر وحشت است. اگر فکر می کنید چیزی شما را نمی ترساند، به آثار موجود در این فهرست سر بزنید!
462,جایزه ی فرانتس کافکا,"جایزه فرانتس کافکا جایزه ادبی بین المللی ارائه شده به افتخار فرانتس کافکا نویسنده آلمانی زبان است. این جایزه اولین بار در سال ۲۰۰۱ توسط انجمن فرانتس کافکا شهر پراگ جمهوری چک برگزار شد. در سخرانی سالانه به گیرنده مبلغ ۱۰۰۰۰ دلار به اضافهٔ یک دیپلم و یک مجسمه برنز اهدا می گردد . این جایزه ارتباطی به ""جایزهٔ کافکا که توسط دانشگاه روچستر در ایالات متحده آمریکا داده شده ندارد هرچند که هر دو به نام جایزه کافکا خوانده می شوند."
927,فهرست برترین کتاب های مربوط به موسیقی,بهترین کتاب ها درباره ی موسیقی چه ویژگی هایی دارند؟ با این که تعداد زیادی از شرح حال های بی پرده در این ژانر به چشم می خورد، طیف موضوعاتی که در برترین کتاب های مربوط به موسیقی وجود دارد، به گستردگی خود هنر موسیقی است. نویسندگان در سراسر جهان از موسیقی به عنوان راهی برای کاوش در تقریبا همه چیز، از سیاست گرفته تا تکامل خرده فرهنگ ها، استفاده کرده اند. اینگونه از آثار می توانند بینش هایی ارزشمند را درباره ی هنر تحول برانگیز موسیقی و همچنین زندگی و حرفه ی موزیسین های افسانه ای در اختیار مخاطبین قرار دهند. فهرست پیش رو، دربردارنده ی برترین کتاب هایی است که به بهترین شکل، به این موضوع جذاب می پردازند.
685,جایزه ی ادبی هفت اقلیم,جایزه ادبی هفت اقلیم، نهادی ادبی است که توسط بخش خصوصی (موسسه فرهنگی هنری هفت اقلیم) اداره می شود. این جایزه ادبی هر ساله به کتاب های منتشر شده در زمینه ادبیات داستانی (رمان و مجموعه داستان)، در حیطهٔ زبان فارسی در ایران اهدا می شود. آثار برگزیده طی چند دوره داوری انتخاب می شوند و در تاریخی معین نویسندگان برگزیده مورد تقدیر قرار می گیرند. این جایزه یکی از معدود جایزه های ادبی مستقل ایران است که کماکان فعالیت می کند.
102,داستان عاشقانه,داستان رمانتیک و یا عاشقانه، گونه ای از داستان است که اولویت اصلی در آن، توجه به روابط عاشقانه بین دو نفر می باشد. ویژگی بارز رمان های عاشقانه بیان پر از احساس آن است. این گونه از ادبیات، مخاطبین بسیار زیادی در سراسر جهان دارد.
353,اجتماعی,آثاری که در این دسته جای می گیرند، به نقد، تفسیر و توصیف مسائل گوناگون اجتماعی در جوامع مختلف می پردازند. نویسندگان این عناوین تلاش می کنند تا مخاطب خود را با شرایط زندگی در جامعه ای خاص آشنا سازند.
560,گردآوری و تلفیق,کتاب های موجود در این دسته بندی، به انتخاب ویراستار یا مترجم کتاب، از تلفیق و گرد هم آوردن چندین اثر مختلف از نویسندگان و چهره هایی متفاوت به وجود آمده اند و به نوعی آثاری منحصر به فرد هستند که با در کنار هم قرار دادن آثاری که سابق بر این به صورت مجزا وجود داشته اند، تجربه ای متفاوت و خاص را برای مخاطبین رقم می زنند.
173,دهه 1950 میلادی,ادبیات در دهه ی 1950 میلادی به مسائلی چون تردید و انفعال فرهنگی جوامع مختلف توجه ویژه ای داشت. موضوع به دست گرفتن کنترل زندگی و تعیین سرنوشت به دست خود انسان در آثار ادبی این دهه به چشم می خورد. با پدیدار شدن کتاب هایی چون «حکایت های مریخی»، ژانر علمی تخیلی از محبوبیت بالایی برخودار شد و کتاب های کودک، سهم بیشتری از مخاطبین را از آن خود کردند.
174,دهه 1940 میلادی,آثار ادبی در دهه ای که بخش عمده ی سال های کابوس وار جنگ جهانی دوم را در خود جای داده بود، توجه ویژه ای به رنج ها و دگردیسی های اجتماعی و فرهنگی ناشی شده از جنگ داشتند. نویسندگان در این دوره، از زوایای متعدد و گوناگونی به مسئله ی جنگ پرداختند و در آثار خود، این پدیده ی شوم را تقبیه کردند و بر روحیه ی مقاومت و امید به آینده تأکید داشتند.
159,ادبیات لهستان,ادبیات لهستان، جایگاه ویژه ای در فرهنگ این کشور و قاره ی اروپا دارد. آثار هنری خلق شده در لهستان، برای قرن ها آینه ی تمام نمای فراز و نشیب های تاریخ این کشور بوده و در بسیاری از اوقات، هویت سیاسی و فرهنگی این ملت را حفظ کرده است.
129,داستان دینی,داستان دینی به آثاری اطلاق می گردد که بیانگر دیدگاه و آرا، و منعکس کننده ی مضامین کتب الهی و تاریخ پیامبران باشند. تمرکز اصلی این آثار داستانی، مسائل مربوط به مذهب و تأثیرات آن در زندگی شخصیت های داستان است.
21,داستان ماجرایی,داستان ماجرایی، یکی از انواع داستان های واقع گرا است که به دلیل تحرک و ماجراپردازی با روحیه ی ماجراجویی نوجوانان بسیار همخوانی دارد. با وجود این که معمولا داستان های واقع گرا به رویدادهای عادی زندگی می پردازند، ولی در نوع ماجرایی این داستان ها، با اتفاقاتی روبه رو هستیم که علیرغم امکان به وقوع پیوستن آن ها، جزء ماجراهای روزمره به حساب نمی آیند. این داستان ها معمولا حول محور اتفاقات می چرخند و نه شخصیت ها؛ گرچه شخصیت ها نیز محور ماجرا پردازی واقع می شوند. ماجراها گاه پلیسی هستند، گاه مرموز، و زمانی هم جنگی و مربوط به وقایع غیر مترقبه.
127,داستان درام,داستان درام ژانری در ادبیات است که در آن کاراکترهای قصه در چارچوبی واقعی با مشکلات احساسی روبرو می شوند. در این گونه از ادبیات، داستان ها معمولا در بستری واقع گرایانه روایت می شوند و به مشکلات درونی و یا روابط انسان ها پرداخته می شود.
1109,فهرست کتاب های برگزیده «اپرا وینفری»,«اپرا وینفری»، مجری آمریکایی شناخته شده، در سال 1996 شروع فعالیت «باشگاه کتاب اپرا» را در برنامه ی تلویزیونی خود اعلام کرد. فهرست کتاب های برگزیده در «باشگاه کتاب اپرا» از آن زمان تا کنون، بیش از 80 کتاب را در خود جای داده و به لیستی جذاب برای علاقه مندان به ادبیات تبدیل شده است. کتاب های موجود در این فهرست که ترکیبی از آثار داستانی و غیرداستانی هستند، همگی در زمره ی آثار موفق در دهه های اخیر قرار دارند.
985,پرفروش ترین های چاپ 1400,در این بخش، می توانید پرفروش ترین کتاب هایی که در سال 1400 چاپ شده اند را از نظر بگذرانید. این کتاب ها، گلچینی هستند که توسط خوانندگان در سراسر ایران به وجود آمده اند و بیشترین خواننده را در میان خیل عناوین ارزشمند دنیای قلم داشته اند. انتخاب از میان این آثار، کار دشواری نیست !
108,داستان روانشناسانه,داستان روانشناسانه، معمولا با محوریت موضوعات روانشناسی نوشته می شود. در بیشتر داستان های روانشناسی، نویسنده به دنبال مطرح کردن مسائل روانشناسانه در داستان است. در این گونه از آثار، که در چند سال گذشته از محبوبیت فوق العاده بالایی برخوردار شده اند، سوالات بنیادین روانشناسانه مطرح و ذهن و ضمیر شخصیت های داستان، به واکاوی و کنکاش گذاشته می شود.
814,فهرست برترین رمان های تریلر,داستان های تریلر که آثاری سرشار از تعلیق و ماجراجویی هستند، مخاطبین را در دنیایی پر از هیجان غرق می کنند و به نظر می رسد میزان جذابیت آن ها، رابطه ی مستقیمی با افزایش سرعت تپش قلب مخاطبین دارد! بهترین رمان های تریلر همیشه پر از پیچ و خم های شوک آور، پایان های غافلگیرکننده و داستان هایی اسرارآمیز هستند و ذهن مخاطبین را تا مدت ها پس از پایان، به خود مشغول نگه می دارند. فهرست پیش رو، دربردارنده ی برترین رمان های تریلر است که از ترکیب فهرست های Goodreads و Penguin Random House به وجود آمده است.
